HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5
21MF0OHOVR142520R802RECWBOU54G,"Rank the most important sentences","http://www.cnn.com/2013/04/29/justice/michigan-woman-abducted/index.html?hpt=hp_t2",2EB3NAB6BFMFZWGA7GSTTFDGGJVUHA,A34XI67018IK8,Approved,"Sat May 11 19:14:49 PDT 2013","Sat May 11 19:15:50 PDT 2013",5,4,4,4,4,
21MF0OHOVR142520R802RECWBOU54G,"Rank the most important sentences","http://www.cnn.com/2013/04/29/justice/michigan-woman-abducted/index.html?hpt=hp_t2",2Z0JVCNHMVHV4K1CQOB2H4J7BBA02W,A1YQJGPW6E59Z8,Approved,"Sat May 11 19:39:14 PDT 2013","Sat May 11 19:40:07 PDT 2013",5,5,2,4,5,
21MF0OHOVR142520R802RECWBOU54G,"Rank the most important sentences","http://www.cnn.com/2013/04/29/justice/michigan-woman-abducted/index.html?hpt=hp_t2",2FMFJ51Y7QEOJNG2HO3S3MOFZIZEB0,A2LFVIC3OBEE1L,Approved,"Sat May 11 20:40:05 PDT 2013","Sat May 11 20:40:30 PDT 2013",5,5,3,4,4,
21MF0OHOVR142520R802RECWBOU54G,"Rank the most important sentences","http://www.cnn.com/2013/04/29/justice/michigan-woman-abducted/index.html?hpt=hp_t2",2Z0PJWKUDD8X6JL2SWQ0L6UTQXGALP,ABV489JL34WPR,Approved,"Sat May 11 20:43:30 PDT 2013","Sat May 11 20:43:43 PDT 2013",4,3,4,5,3,
21MF0OHOVR142520R802RECWBOU54G,"Rank the most important sentences","http://www.cnn.com/2013/04/29/justice/michigan-woman-abducted/index.html?hpt=hp_t2",25ZWGKCCVLL3WILFB41P04C9PHG5VW,A2O0Q31A1VUR9J,Approved,"Sat May 11 20:30:50 PDT 2013","Sat May 11 20:53:17 PDT 2013",2,2,2,2,2,
